Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional,player,Tm,Salary
429.0,Leonard Miller,22.0,2TM,SF,21.0,0.0,104.0,20.0,35.0,0.571,1.0,12.0,0.083,19.0,23.0,0.826,0.586,8.0,12.0,0.667,7.0,21.0,28.0,5.0,5.0,0.0,9.0,13.0,49.0,0.0,,millele01,Leonard Miller,CHI,"$2,221,677 "
429.0,Leonard Miller,22.0,MIN,SF,19.0,0.0,95.0,18.0,33.0,0.545,1.0,12.0,0.083,17.0,21.0,0.81,0.561,7.0,11.0,0.636,7.0,18.0,25.0,5.0,4.0,0.0,9.0,12.0,44.0,0.0,,millele01,Leonard Miller,CHI,"$2,221,677 "
429.0,Leonard Miller,22.0,CHI,SF,2.0,0.0,9.0,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,,millele01,Leonard Miller,CHI,"$2,221,677 "
431.0,Chris Paul,40.0,LAC,PG,16.0,0.0,228.0,18.0,56.0,0.321,10.0,30.0,0.333,8.0,26.0,0.308,0.411,1.0,2.0,0.5,6.0,22.0,28.0,53.0,11.0,0.0,16.0,23.0,47.0,0.0,,paulch01,Chris Paul,TOR,"$2,296,274 "
432.0,Hunter Tyson,25.0,DEN,PF,21.0,2.0,162.0,14.0,52.0,0.269,7.0,33.0,0.212,7.0,19.0,0.368,0.337,11.0,13.0,0.846,4.0,32.0,36.0,17.0,2.0,1.0,5.0,13.0,46.0,0.0,,tysonhu01,Hunter Tyson,BRK,"$2,221,677 "
434.0,Doug McDermott,34.0,SAC,SF,11.0,0.0,111.0,15.0,38.0,0.395,14.0,37.0,0.378,1.0,1.0,1.0,0.579,0.0,0.0,,1.0,7.0,8.0,3.0,2.0,1.0,6.0,7.0,44.0,0.0,,mcderdo01,Doug McDermott,SAC,"$2,296,274 "
437.0,Obi Toppin,27.0,IND,PF,3.0,0.0,82.0,15.0,36.0,0.417,3.0,17.0,0.176,12.0,19.0,0.632,0.458,9.0,9.0,1.0,3.0,17.0,20.0,5.0,3.0,0.0,6.0,7.0,42.0,0.0,,toppiob01,Obi Toppin,IND,"$14,000,000 "
438.0,Jeff Green,39.0,HOU,PF,18.0,0.0,82.0,15.0,32.0,0.469,10.0,23.0,0.435,5.0,9.0,0.556,0.625,1.0,1.0,1.0,1.0,9.0,10.0,3.0,1.0,1.0,1.0,5.0,41.0,0.0,,greenje02,Jeff Green,HOU,"$2,296,274 "
439.0,Andre Jackson Jr.,24.0,MIL,SG,26.0,0.0,168.0,12.0,45.0,0.267,5.0,26.0,0.192,7.0,19.0,0.368,0.322,9.0,10.0,0.9,10.0,14.0,24.0,24.0,6.0,2.0,9.0,25.0,38.0,0.0,,jacksan01,Andre Jackson Jr.,MIL,"$2,221,677 "
440.0,Nigel Hayes-Davis,31.0,PHO,SF,27.0,0.0,195.0,15.0,46.0,0.326,2.0,16.0,0.125,13.0,30.0,0.433,0.348,2.0,4.0,0.5,12.0,21.0,33.0,7.0,8.0,2.0,8.0,16.0,34.0,0.0,,hayesni01,Nigel Hayes-Davis,MIL,"$2,048,494 "
444.0,Eric Gordon,37.0,PHI,SG,6.0,0.0,74.0,12.0,21.0,0.571,8.0,14.0,0.571,4.0,7.0,0.571,0.762,1.0,2.0,0.5,1.0,1.0,2.0,3.0,4.0,1.0,3.0,3.0,33.0,0.0,,gordoer01,Eric Gordon,MEM,"$2,296,274 "
446.0,Scotty Pippen Jr.,25.0,MEM,PG,3.0,1.0,60.0,12.0,24.0,0.5,3.0,7.0,0.429,9.0,17.0,0.529,0.563,5.0,6.0,0.833,1.0,2.0,3.0,13.0,6.0,2.0,5.0,13.0,32.0,0.0,,pippesc02,Scotty Pippen Jr.,MEM,"$2,270,735 "
447.0,Khaman Maluach,19.0,PHO,C,23.0,0.0,107.0,11.0,24.0,0.458,0.0,6.0,0.0,11.0,18.0,0.611,0.458,9.0,10.0,0.9,8.0,18.0,26.0,3.0,1.0,9.0,10.0,17.0,31.0,0.0,,maluakh01,Khaman Maluach,PHO,"$6,016,080 "
448.0,Xavier Tillman Sr.,27.0,2TM,C,15.0,1.0,112.0,14.0,31.0,0.452,3.0,15.0,0.2,11.0,16.0,0.688,0.5,0.0,0.0,,10.0,15.0,25.0,5.0,6.0,2.0,5.0,9.0,31.0,0.0,,tillmxa01,Xavier Tillman Sr.,CHO,"$2,546,675 "
448.0,Xavier Tillman Sr.,27.0,BOS,C,14.0,1.0,111.0,14.0,31.0,0.452,3.0,15.0,0.2,11.0,16.0,0.688,0.5,0.0,0.0,,10.0,15.0,25.0,5.0,6.0,2.0,5.0,9.0,31.0,0.0,,tillmxa01,Xavier Tillman Sr.,CHO,"$2,546,675 "
448.0,Xavier Tillman Sr.,27.0,CHO,C,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,tillmxa01,Xavier Tillman Sr.,CHO,"$2,546,675 "
449.0,Dereck Lively II,21.0,DAL,C,7.0,4.0,115.0,11.0,18.0,0.611,0.0,0.0,,11.0,18.0,0.611,0.611,8.0,10.0,0.8,14.0,23.0,37.0,13.0,4.0,11.0,10.0,21.0,30.0,0.0,,livelde01,Dereck Lively II,DAL,"$5,253,360 "
450.0,Jonathan Mogbo,24.0,TOR,PF,23.0,0.0,139.0,14.0,28.0,0.5,0.0,0.0,,14.0,28.0,0.5,0.5,2.0,5.0,0.4,12.0,25.0,37.0,10.0,4.0,4.0,6.0,13.0,30.0,0.0,,mogbojo01,Jonathan Mogbo,TOR,"$1,955,377 "
454.0,Mason Plumlee,35.0,CHO,C,14.0,2.0,125.0,9.0,12.0,0.75,0.0,0.0,,9.0,12.0,0.75,0.75,8.0,12.0,0.667,10.0,30.0,40.0,16.0,6.0,0.0,9.0,10.0,26.0,0.0,,plumlma01,Mason Plumlee,OKC,"$2,296,274 "
455.0,Adou Thiero,21.0,LAL,SF,17.0,0.0,98.0,9.0,20.0,0.45,0.0,1.0,0.0,9.0,19.0,0.474,0.45,7.0,9.0,0.778,7.0,11.0,18.0,5.0,5.0,2.0,4.0,15.0,25.0,0.0,,thierad01,Adou Thiero,LAL,"$1,272,870 "
459.0,Mac McClung,27.0,2TM,SG,4.0,0.0,47.0,9.0,25.0,0.36,2.0,12.0,0.167,7.0,13.0,0.538,0.4,3.0,4.0,0.75,0.0,5.0,5.0,2.0,5.0,2.0,3.0,8.0,23.0,0.0,,mccluma01,Mac McClung,IND,"$164,060 "
459.0,Mac McClung,27.0,IND,SG,3.0,0.0,34.0,7.0,18.0,0.389,2.0,10.0,0.2,5.0,8.0,0.625,0.444,3.0,4.0,0.75,0.0,4.0,4.0,1.0,5.0,1.0,2.0,6.0,19.0,0.0,,mccluma01,Mac McClung,IND,"$164,060 "
459.0,Mac McClung,27.0,CHI,SG,1.0,0.0,13.0,2.0,7.0,0.286,0.0,2.0,0.0,2.0,5.0,0.4,0.286,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0,,mccluma01,Mac McClung,IND,"$164,060 "
460.0,Thanasis Antetokounmpo,33.0,MIL,SF,19.0,0.0,57.0,8.0,15.0,0.533,0.0,1.0,0.0,8.0,14.0,0.571,0.533,6.0,11.0,0.545,7.0,6.0,13.0,2.0,6.0,3.0,3.0,9.0,22.0,0.0,,antetth01,Thanasis Antetokounmpo,MIL,"$2,296,274 "
461.0,E.J. Liddell,25.0,BRK,PF,10.0,0.0,49.0,8.0,17.0,0.471,4.0,11.0,0.364,4.0,6.0,0.667,0.588,2.0,3.0,0.667,3.0,8.0,11.0,0.0,1.0,0.0,0.0,4.0,22.0,0.0,,liddeej01,E.J. Liddell,PHO,"$706,898 "
464.0,Chris Boucher,33.0,BOS,PF,9.0,0.0,94.0,8.0,25.0,0.32,2.0,15.0,0.133,6.0,10.0,0.6,0.36,3.0,4.0,0.75,2.0,16.0,18.0,3.0,5.0,7.0,1.0,17.0,21.0,0.0,,bouchch01,Chris Boucher,UTA,"$2,296,274 "
467.0,Matisse Thybulle,28.0,POR,SG,4.0,0.0,49.0,6.0,10.0,0.6,4.0,6.0,0.667,2.0,4.0,0.5,0.8,4.0,4.0,1.0,0.0,4.0,4.0,3.0,10.0,0.0,1.0,7.0,20.0,0.0,,thybuma01,Matisse Thybulle,POR,"$11,550,000 "
468.0,Kobe Bufkin,22.0,LAL,SG,6.0,1.0,71.0,6.0,22.0,0.273,3.0,12.0,0.25,3.0,10.0,0.3,0.341,4.0,4.0,1.0,1.0,6.0,7.0,3.0,2.0,3.0,4.0,4.0,19.0,0.0,,bufkiko01,Kobe Bufkin,BRK,"$4,503,720 "
470.0,Monte Morris,30.0,IND,PG,6.0,0.0,65.0,7.0,20.0,0.35,2.0,8.0,0.25,5.0,12.0,0.417,0.4,2.0,4.0,0.5,1.0,6.0,7.0,9.0,1.0,1.0,2.0,3.0,18.0,0.0,,morrimo01,Monte Morris,IND,"$321,184 "
472.0,Bobi Klintman,22.0,DET,SF,9.0,0.0,64.0,7.0,24.0,0.292,3.0,12.0,0.25,4.0,12.0,0.333,0.354,0.0,3.0,0.0,5.0,12.0,17.0,4.0,3.0,0.0,5.0,11.0,17.0,0.0,,klintbo01,Bobi Klintman,DET,"$1,955,377 "
478.0,Pacome Dadiet,20.0,NYK,SG,20.0,0.0,68.0,3.0,13.0,0.231,1.0,8.0,0.125,2.0,5.0,0.4,0.269,6.0,6.0,1.0,2.0,12.0,14.0,9.0,3.0,0.0,0.0,3.0,13.0,0.0,,dadiepa01,Pacome Dadiet,NYK,"$2,847,600 "
480.0,James Wiseman,24.0,IND,C,4.0,1.0,58.0,6.0,10.0,0.6,0.0,0.0,,6.0,10.0,0.6,0.6,1.0,2.0,0.5,5.0,3.0,8.0,3.0,0.0,1.0,5.0,10.0,13.0,0.0,,wisemja01,James Wiseman,IND,"$1,000,000 "
482.0,Kyle Lowry,39.0,PHI,PG,7.0,0.0,63.0,3.0,10.0,0.3,3.0,10.0,0.3,0.0,0.0,,0.45,3.0,4.0,0.75,0.0,4.0,4.0,8.0,2.0,1.0,2.0,3.0,12.0,0.0,,lowryky01,Kyle Lowry,PHI,"$2,296,274 "
486.0,Johni Broome,23.0,PHI,C,11.0,0.0,55.0,4.0,24.0,0.167,0.0,5.0,0.0,4.0,19.0,0.211,0.167,2.0,6.0,0.333,7.0,9.0,16.0,4.0,3.0,2.0,3.0,7.0,10.0,0.0,,broomjo01,Johni Broome,PHI,"$1,272,870 "
487.0,Joe Ingles,38.0,MIN,SF,19.0,0.0,76.0,3.0,8.0,0.375,2.0,6.0,0.333,1.0,2.0,0.5,0.5,2.0,2.0,1.0,0.0,7.0,7.0,15.0,7.0,0.0,7.0,6.0,10.0,0.0,,inglejo01,Joe Ingles,MIN,"$2,296,274 "
490.0,Bismack Biyombo,33.0,SAS,C,14.0,1.0,78.0,4.0,7.0,0.571,0.0,0.0,,4.0,7.0,0.571,0.571,1.0,2.0,0.5,4.0,8.0,12.0,3.0,3.0,1.0,5.0,14.0,9.0,0.0,,biyombi01,Bismack Biyombo,SAS,"$2,296,274 "
493.0,DeAndre Jordan,37.0,NOP,C,2.0,1.0,23.0,4.0,5.0,0.8,0.0,0.0,,4.0,5.0,0.8,0.8,1.0,2.0,0.5,4.0,6.0,10.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,,jordade01,DeAndre Jordan,NOP,"$2,269,880 "
497.0,Brandon Clarke,29.0,MEM,PF,2.0,2.0,20.0,3.0,9.0,0.333,0.0,0.0,,3.0,9.0,0.333,0.333,2.0,4.0,0.5,4.0,2.0,6.0,1.0,2.0,0.0,0.0,5.0,8.0,0.0,,clarkbr01,Brandon Clarke,MEM,"$12,500,000 "
501.0,Dillon Jones,24.0,NYK,SF,4.0,0.0,21.0,1.0,5.0,0.2,1.0,3.0,0.333,0.0,2.0,0.0,0.3,4.0,4.0,1.0,2.0,3.0,5.0,3.0,2.0,0.0,0.0,3.0,7.0,0.0,,jonesdi01,Dillon Jones,WAS,"$2,753,280 "
515.0,Isaac Jones,25.0,2TM,PF,4.0,1.0,18.0,2.0,4.0,0.5,0.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,2.0,0.5,2.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,5.0,0.0,,jonesis01,Isaac Jones,DET,"$1,955,377 "
515.0,Isaac Jones,25.0,SAC,PF,3.0,1.0,17.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,2.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,,jonesis01,Isaac Jones,DET,"$1,955,377 "
515.0,Isaac Jones,25.0,DET,PF,1.0,0.0,1.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,jonesis01,Isaac Jones,DET,"$1,955,377 "
518.0,Garrett Temple,39.0,TOR,SG,13.0,0.0,36.0,1.0,7.0,0.143,1.0,5.0,0.2,0.0,2.0,0.0,0.214,1.0,2.0,0.5,0.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,0.0,,templga01,Garrett Temple,TOR,"$2,296,274 "
519.0,N'Faly Dante,24.0,ATL,C,4.0,0.0,15.0,1.0,4.0,0.25,0.0,0.0,,1.0,4.0,0.25,0.25,1.0,1.0,1.0,3.0,4.0,7.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,,nfalyda01,N'Faly Dante,ATL,"$2,048,494 "
527.0,Noa Essengue,19.0,CHI,PF,2.0,0.0,6.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,essenno01,Noa Essengue,CHI,"$5,429,520 "
